,questionType,asin,question,answerType,answer
9919,open-ended,B00FFZXTWG,I would like to purchase a VIPRE anti virus but unsure if I should buy for the 1 yr. or the lifetime. Do you get updates if you purchase the lifetime one? Pros / cons???? Thanks!!!,,"I figure I'm going to write more than I need to here but... Yes, you get lifetime updates on the computer you download the product on, however, there is no transferring between computers! A great deal if you use the same computer for several years; if you purchase new computers to try and keep up with technology you probably want to go a year at a time. It's a very highly rated product and works well in my experience so I don't think you'll go wrong w/VIPRE. I think I should reiterate, too - for a computer you'll run a long time go with lifetime, if you buy new computers often, do a year at a time and remember that lifetime updates apply only to the computer you download the product on initially."
9920,open-ended,B00FFZXTWG,"Since there is no disc in the package, what happens if I have to reformat my computer and I need to reinstall all my programs?",,I'd call Vipre's customer support for the answer and do it before you have a problem. You should have a backup cd or DVD which would have Vipre's on it but you will need the number for your copy of Vipre's. When you call Vipre's see if you can purchase a DVD.
9921,open-ended,B00FFZXTWG,"Do you need additional protection like the internet security version, or does this one handle all threats?",,"Hi, I still use a different program for malware, ""Malwarebyte"". Right now, Amazon has a better deal on the Internet Security version which includes a few more bells and whistles. Lifetime for $39.99. Here's the link, http://www.amazon.com/VIPRE-Internet-Security-2014-PC/dp/B00FFZXQLK/ref=pd_cp_sw_0 Good Luck"
9922,yes/no,B00FFZXTWG,can be used on cell phone and laptop????????????,Y,It can be used on a laptop but as far as I know it can't be used on a cell phone
9923,yes/no,B00FFZXTWG,does it remove viruses on the computer?,Y,"Yes, it does remove viruses."
9924,open-ended,B00FFZXTWG,I would like to purchase a VIPRE anti virus but unsure if I should buy for the 1 yr. or the lifetime. Do you get updates if you purchase the lifetime one? Pros / cons???? Thanks!!!,,"I figure I'm going to write more than I need to here but... Yes, you get lifetime updates on the computer you download the product on, however, there is no transferring between computers! A great deal if you use the same computer for several years; if you purchase new computers to try and keep up with technology you probably want to go a year at a time. It's a very highly rated product and works well in my experience so I don't think you'll go wrong w/VIPRE. I think I should reiterate, too - for a computer you'll run a long time go with lifetime, if you buy new computers often, do a year at a time and remember that lifetime updates apply only to the computer you download the product on initially."
9925,yes/no,B00FFZXXCW,I'm putting together my mother's Memoirs and need a self-publishing format for interspercsng narrative copy with very old sized and scanned photos. Will this be the most useful software?,Y,"Yes as it can organize photos, edit photos with templates"
9926,open-ended,B00FFZXXCW,Can you design book covers for soft or hard cover books? Can the files be sent to publisher for use?,,I'm sorry that I cannot help with this. I got this for a gift for my daughter. I'm not sure what all she does with it.
9927,yes/no,B00FFZXXCW,Can you open and save vector files saved in .eps or .ai format?,?,"Hi I am able to open and save EPS and AI formats with version 9. For example, I just now opened Illustrator CS5 files which I saved in eps and ai format. I cannot say about later versions of Illustrator, Ai and Eps. However I occasionally download files from stock photo companies in victor format and am able to open them in Xara 9. Now if you do a search in Google for AI and eps compatibility you might find comments regarding exporting to AI and EPS. For example on one Xara forum here's what a user said ""If it is just plain vectors with no RGB effects like shadows, transparencies and extreme colour fills it will export to illy no problems. If there is loads of text then it will not be editable at all as each letter will import to Illy as a shape."" This particular quote was for an earlier version of Xara. On the shutterstock forum here is a snippet comment regarding Xara 9 ""I spoke with the Xara support and they told me that their .eps is compatible with Illustrator 8."" Obviously Xara is no Illustrator so I am sure there are features in AI which are not found in Xara. But in my case, when I want to do something quick and don't want to deal with Illustrator (of which I am less skilled) I use Xara. I've been using various versions of xara for over 10 years. Maybe even 15 years! Rowby"
9928,yes/no,B00FFZXXCW,I have an older version of this... Xara Photo &amp; Graphic Designer 6.... would I need to delete it before trying to download the newer version?,N,"Not sure, this is the first version I have owned"
9929,yes/no,B00FFZXXCW,Is it good for digital (freehand) drawing?,Y,"I'm still learning it, from the training videos Ive seen yes and impressive- and a Wacom pad and stylus can be used with it"
9930,open-ended,B00FFZXXCW,Is this used with Windows 7 or Windows 8?,,Either 7 or 8 will work
9931,yes/no,B00FFZXXCW,Is this the newer version for Magix Photo and graphics designer 2013,Y,Yes it is...thanks for asking
9932,yes/no,B00FFZXXCW,Can this program resize your photos to make smaller etc,Y,Yes you can
9933,yes/no,B00FFZXXCW,will this work for making labels for cosmetics??,?,Why bother when you can get Print Master or Print Shop cheaper.
9934,yes/no,B00FFZXQGK,"will this remove spyware, Trojans, malware etc. can i scan separate files and folders rootkit.",?,Yes and it does not slow down your pc
9935,open-ended,B00FFZXQGK,how to you install. Is a disc or internet installation?,,Internet. There were straightforward instructions for internet installation in the box I received when I purchased the product at Fry's. In fact that was the only thing in the box. Nice box though.
9936,open-ended,B00FFZXQGK,Isn't an an Ipad an android device?,,"No, An ipad is apple device, An android is the name of the device. I have an android ell phone Leveno is an android device. I use vipre on my dell omputer and on my leveno pad"
9937,yes/no,B00FFZXQGK,Is this a lifetime Service?,?,"No, it will say in the description or heading if it is lifetime service. They have to make money, so, usually the lifetime service isn't very cheap, however, it is cheaper than paying each year."
9938,open-ended,B00FFZXQGK,How long is the key card good for at the listed price? Will it protect my laptop for a full year?,,"Hello! I have just acquire this system, I'm not familiar with Vipre, I'm hopping my comouters would be protected for a full year. I read great reviews about Vipre and was satisfied about the product over all. Hopefully I have answered your question. Thanks,"
9939,open-ended,B00FFZXQGK,What is superior about the Internet Security 2014 versus the Secure Anywhere 2014? Is the 2015 version that much better than the 2014?,,"secure anywhere = internet security + phone antivirus (useless); --&gt; well, your VIPRE updates itself anyways, so you can buy the 2012 version and it would still update to the latest one."
